3,65
3,70
3,70
3,91
3,101
3,21
3,138
3,137
3,35
3,173
3,178
3,36
3,198
3,18
3,198
3,220
3,19
3,231
3,297
3,75
3,311
3,319
3,21
3,327
3,343
3,21
3,347
3,528
3,877
3,877
3,554
3,902
3,21
6,95
6,96
6,655
6,1002
6,657
6,34
6,109
6,1013
6,43
6,47
6,682
6,88
6,88
6,1066
6,46
6,0
6,69
6,108
6,1105
6,758
6,33
6,202
6,95
6,0
6,803
6,246
6,1153
6,30
6,128
6,34
6,279
6,838
6,1186
6,164
6,65
6,31
6,314
6,873
6,1221
6,198
6,99
6,33
6,897
6,1244
6,343
6,23
6,224
6,126
6,364
6,924
6,1271
6,248
6,148
6,24
6,385
6,946
6,268
6,1293
6,169
6,19
6,414
6,974
6,1321
6,298
6,199
6,29
6,680
6,1585
6,563
6,466
6,267
6,1247
6,714
6,1620
6,29
6,300
6,601
6,501
6,742
6,1647
6,625
6,526
6,326
6,25
6,776
6,1681
6,658
6,559
6,359
6,32
6,801
6,1706
6,683
6,585
6,385
6,25
6,830
6,1735
6,713
6,614
6,415
6,28
6,856
6,1761
6,738
6,639
6,439
6,23
6,880
6,1786
6,764
6,665
6,466
6,25
6,915
6,1820
6,796
6,698
6,498
6,30
6,942
6,1847
6,825
6,726
6,526
6,27
6,975
6,1880
6,858
6,30
6,759
6,559
6,31
6,1886
6,864
6,765
6,566
6,988
6,11
6,1899
6,876
6,778
6,578
6,11
7,2
7,1
7,1911
7,888
7,789
7,590
7,29
8,2
9,5
9,1949
9,42
9,927
9,1952
9,829
9,929
9,829
9,629
9,629
9,44
9,2
9,2
9,13
9,77
9,1
9,23
9,1992
9,968
9,870
9,670
9,2
9,27
9,26
9,52
9,53
9,73
9,2043
9,1021
9,922
9,723
9,68
9,54
9,27
9,65
9,85
9,2056
9,1033
9,935
9,735
9,8
9,66
9,82
9,89
9,2080
9,1057
9,958
9,757
9,95
9,86
9,31
9,1061
9,20
9,961
9,2085
9,761
9,2
9,119
9,91
9,120
9,25
9,116
9,136
9,2106
9,1083
9,984
9,784
9,113
9,122
9,26
9,142
9,2114
9,1088
9,19
9,789
9,989
9,134
9,0
9,41
9,169
9,2139
9,1117
9,1020
9,820
9,15
9,151
9,15
9,186
9,2156
9,1133
9,1034
9,835
9,11
9,165
9,31
9,215
9,2185
9,1162
9,1063
9,864
9,40
9,194
9,28
9,216
9,217
9,219
9,225
9,245
9,2215
9,1192
9,1093
9,893
9,69
9,222
9,25
9,252
9,272
9,2242
9,1218
9,1119
9,920
9,96
9,250
9,26
9,273
9,293
9,2263
9,1240
9,1141
9,941
9,117
9,271
9,20
9,298
9,318
9,2288
9,1265
9,1166
9,967
9,143
9,297
9,23
9,324
9,344
9,2314
9,1291
9,1192
9,992
9,167
9,321
9,23
9,353
9,373
9,2342
9,1319
9,1220
9,1020
9,196
9,350
9,28
9,375
9,396
9,2366
9,1343
9,1246
9,1047
9,223
9,377
9,79
9,462
9,483
9,2453
9,1431
9,1131
9,1333
9,307
9,461
9,29
9,491
9,513
9,2483
9,1459
9,1362
9,1163
9,339
9,493
9,32
9,582
9,605
9,2575
9,1552
9,1454
9,1256
9,432
9,587
9,90
9,612
9,633
9,2602
9,1580
9,1481
9,611
9,22
9,459
9,1284
9,643
9,663
9,2633
9,1610
9,1511
9,1311
9,487
9,641
9,22
9,672
9,692
9,2662
9,1639
9,1541
9,1341
9,517
9,671
9,28
9,701
9,721
9,2691
9,1668
9,1569
9,1369
9,545
9,698
9,26
9,729
9,730
9,750
9,1695
9,2719
9,1595
9,750
9,1695
9,1596
9,1395
9,1395
9,24
9,571
9,724
9,25
9,2722
9,572
9,725
9,1
9,758
9,2
9,1706
9,1607
9,1407
9,583
9,12
9,739
9,748
9,10
9,780
9,11
9,23
9,780
9,1626
9,1725
9,1426
9,1627
9,602
9,1427
9,30
9,602
9,756
9,27
9,31
9,1729
9,757
9,786
9,2
9,1434
9,610
9,1645
9,772
9,15
9,31
9,1747
9,1
9,804
9,805
9,20
9,1750
9,21
9,1751
9,1651
9,1451
9,1652
9,626
9,1451
9,6
9,23
9,780
9,627
9,808
9,780
9,6
9,23
9,1754
9,1655
9,1455
9,631
9,3
9,786
9,30
9,10
9,822
9,11
9,6
9,1767
9,822
9,1668
9,1769
9,1468
9,1670
9,644
9,16
9,1470
9,799
9,11
9,17
9,800
9,647
9,18
9,829
9,830
9,3
9,1777
9,4
9,1678
9,1478
9,1679
9,1779
9,4
9,1479
9,807
9,5
9,27
9,0
9,812
9,29
9,845
9,18
9,1792
9,1692
9,5
9,1492
9,10
9,7
9,1794
9,19
9,849
9,821
9,22
9,1695
9,850
9,1795
9,1696
9,1495
9,1496
9,13
9,22
9,824
9,23
9,14
9,853
9,825
9,26
9,1
9,26
9,13
9,1
9,0
9,1803
9,1704
9,1503
9,5
9,24
9,837
9,2
9,47
9,1731
9,1530
9,31
9,1831
9,886
9,0
9,1732
9,0
9,887
9,1832
9,32
9,1733
9,1
9,1532
9,1
9,888
9,1833
9,3
9,1533
9,2
9,0
9,903
9,1850
9,1751
9,1551
9,20
9,20
9,21
9,28
9,99
9,96
9,97
9,0
9,1
9,2
9,959
9,99
9,5
9,1906
9,105
9,1808
9,1608
9,76
9,76
9,55
9,11
9,989
9,132
9,1936
9,1837
9,1637
9,105
9,105
9,84
9,28
9,1014
9,157
9,1961
9,1862
9,1662
9,130
9,131
9,110
9,24
9,1040
9,184
9,1988
9,1888
9,1688
9,155
9,159
9,138
9,28
9,1080
9,225
9,2030
9,1931
9,1731
9,199
9,200
9,179
9,39
9,1115
9,258
9,2062
9,1963
9,1763
9,231
9,231
9,211
9,30
9,1144
9,287
9,2091
9,1992
9,1792
9,260
9,260
9,239
9,28
9,1176
9,320
9,2123
9,2024
9,1824
9,292
9,292
9,271
9,31
9,57
9,385
9,2189
9,2090
9,1890
9,359
9,360
9,339
9,1252
9,2
9,85
9,413
9,2218
9,2119
9,1919
9,387
9,387
9,366
9,21
9,110
9,438
9,2242
9,2143
9,1943
9,411
9,411
9,390
9,22
9,134
9,462
9,2266
9,2167
9,1967
9,435
9,435
9,414
9,23
9,161
9,489
9,2293
9,2194
9,1994
9,462
9,463
9,442
9,26
9,192
9,519
9,2323
9,2225
9,2025
9,493
9,493
